sku,date,pred
S002_P0019,2024-01-08,1.929944396018982
S002_P0020,2024-01-02,5.901575565338135
S002_P0020,2024-01-03,37.04059600830078
S002_P0020,2024-01-04,24.87599372863769
S002_P0020,2024-01-05,42.9267578125
S002_P0020,2024-01-06,32.91701889038086
S002_P0020,2024-01-07,46.433837890625
S002_P0020,2024-01-08,2.95875883102417
S003_P0001,2024-01-02,8.801905632019043
S003_P0001,2024-01-03,0.0
S003_P0001,2024-01-04,9.44573211669922
S003_P0001,2024-01-05,5.844324588775635
S003_P0001,2024-01-06,0.0
S003_P0001,2024-01-07,4.227975368499756
S003_P0001,2024-01-08,19.313865661621094
S003_P0002,2024-01-02,0.0
S003_P0002,2024-01-03,27.638652801513672
S003_P0002,2024-01-04,7.316882610321045
S003_P0002,2024-01-05,27.46380424499512
S003_P0002,2024-01-06,7.246669292449951
S003_P0002,2024-01-07,0.0
S003_P0002,2024-01-08,37.17119216918945
S003_P0003,2024-01-02,4.434176921844482
S003_P0003,2024-01-03,5.626608371734619
S003_P0003,2024-01-04,14.022488594055176
S003_P0003,2024-01-05,8.293495178222656
S003_P0003,2024-01-06,18.06569480895996
S003_P0003,2024-01-07,7.199174880981445
S003_P0003,2024-01-08,31.11762046813965
S003_P0004,2024-01-02,4.666887283325195
S003_P0004,2024-01-03,62.27179336547852
S003_P0004,2024-01-04,4.309953689575195
S003_P0004,2024-01-05,65.22960662841797
S003_P0004,2024-01-06,49.63103103637695
S003_P0004,2024-01-07,66.9482421875
S003_P0004,2024-01-08,57.80373764038086
S003_P0005,2024-01-02,0.0
S003_P0005,2024-01-03,0.0
S003_P0005,2024-01-04,12.630525588989258
S003_P0005,2024-01-05,0.0
S003_P0005,2024-01-06,0.0
S003_P0005,2024-01-07,84.43990325927734
S003_P0005,2024-01-08,39.67543411254883
S003_P0006,2024-01-02,47.89295196533203
S003_P0006,2024-01-03,48.61577224731445
S003_P0006,2024-01-04,0.0
S003_P0006,2024-01-05,0.0
S003_P0006,2024-01-06,0.0
S003_P0006,2024-01-07,66.00958251953125
S003_P0006,2024-01-08,57.06697082519531
S003_P0007,2024-01-02,0.0
S003_P0007,2024-01-03,7.335752487182617
S003_P0007,2024-01-04,10.796053886413574
S003_P0007,2024-01-05,11.020829200744627
S003_P0007,2024-01-06,0.0
S003_P0007,2024-01-07,0.0
S003_P0007,2024-01-08,37.60364532470703
S003_P0008,2024-01-02,0.0
S003_P0008,2024-01-03,11.58147144317627
S003_P0008,2024-01-04,22.373592376708984
S003_P0008,2024-01-05,14.480746269226074
S003_P0008,2024-01-06,0.0
S003_P0008,2024-01-07,23.752553939819336
S003_P0008,2024-01-08,8.684797286987305
S003_P0009,2024-01-02,0.0
S003_P0009,2024-01-03,0.0
S003_P0009,2024-01-04,42.34756088256836
S003_P0009,2024-01-05,0.0
S003_P0009,2024-01-06,25.21451568603516
S003_P0009,2024-01-07,3.2233290672302246
S003_P0009,2024-01-08,111.22882843017578
S003_P0010,2024-01-02,4.895853996276856
S003_P0010,2024-01-03,9.378719329833984
S003_P0010,2024-01-04,21.745088577270508
S003_P0010,2024-01-05,0.0
S003_P0010,2024-01-06,0.0
S003_P0010,2024-01-07,0.0
S003_P0010,2024-01-08,0.0
S003_P0011,2024-01-02,14.010557174682615
S003_P0011,2024-01-03,44.36149978637695
S003_P0011,2024-01-04,10.8169527053833
S003_P0011,2024-01-05,10.072588920593262
S003_P0011,2024-01-06,31.28751373291016
S003_P0011,2024-01-07,42.2708854675293
S003_P0011,2024-01-08,11.75855541229248
S003_P0012,2024-01-02,0.0
S003_P0012,2024-01-03,4.404761791229248
S003_P0012,2024-01-04,0.0
S003_P0012,2024-01-05,25.27716636657715
S003_P0012,2024-01-06,0.0
S003_P0012,2024-01-07,1.3811850547790527
S003_P0012,2024-01-08,5.147637844085693
S003_P0013,2024-01-02,32.034080505371094
S003_P0013,2024-01-03,1.924266576766968
S003_P0013,2024-01-04,6.209303379058838
S003_P0013,2024-01-05,21.720603942871094
S003_P0013,2024-01-06,0.0
S003_P0013,2024-01-07,41.15448760986328
S003_P0013,2024-01-08,14.869349479675291
S003_P0014,2024-01-02,0.0
